date,2301,2303,2308,2311,2317,2324,2325,2330,2354,2357,2382,2395,2408,2409,2454,2474,3008,3481,4938,6456,1101,1102,1216,1301,1303,1326,1402,2633,2002,2105,2207,2412,2912,3045,4904,6505,9904,2801,2823,2880,2881,2882,2883,2884,2885,2886,2887,2890,2891,2892,5880
1996/1/23,4.78 ,5.49 ,3.24 ,2.52 ,0.85 ,1.28 ,4.42 ,2.99 ,,,,,,,,,,,,,8.94 ,6.76 ,4.71 ,6.44 ,6.16 ,4.29 ,4.63 ,,3.13 ,2.83 ,,,,,,,1.85 ,22.06 ,9.59 ,,,,,,,,,,,,
1996/1/24,4.88 ,5.44 ,3.25 ,2.48 ,0.83 ,1.29 ,4.42 ,2.97 ,,,,,,,,,,,,,9.19 ,6.82 ,4.74 ,6.44 ,6.19 ,4.33 ,4.65 ,,3.13 ,2.85 ,,,,,,,1.84 ,21.95 ,9.59 ,,,,,,,,,,,,
1996/1/25,4.74 ,5.44 ,3.21 ,2.48 ,0.81 ,1.27 ,4.36 ,2.91 ,,,,,,,,,,,,,9.04 ,6.79 ,4.66 ,6.38 ,6.11 ,4.27 ,4.59 ,,3.08 ,2.82 ,,,,,,,1.81 ,21.62 ,9.42 ,,,,,,,,,,,,
1996/1/26,4.78 ,5.49 ,3.22 ,2.52 ,0.81 ,1.26 ,4.36 ,2.93 ,,,,,,,,,,,,,9.09 ,6.74 ,4.63 ,6.36 ,6.10 ,4.24 ,4.56 ,,3.08 ,2.82 ,,,,,,,1.81 ,21.62 ,9.42 ,,,,,,,,,,,,
1996/1/27,4.70 ,5.49 ,3.23 ,2.52 ,0.79 ,1.25 ,4.36 ,2.95 ,,,,,,,,,,,,,8.92 ,6.67 ,4.53 ,6.33 ,6.01 ,4.20 ,4.48 ,,3.02 ,2.83 ,,,,,,,1.80 ,21.28 ,9.26 ,,,,,,,,,,,,
1996/1/29,4.61 ,5.31 ,3.12 ,2.48 ,0.77 ,1.19 ,4.29 ,2.88 ,,,,,,,,,,,,,8.72 ,6.59 ,4.34 ,6.14 ,5.87 ,4.11 ,4.33 ,,2.95 ,2.75 ,,,,,,,1.77 ,20.84 ,8.84 ,,,,,,,,,,,,
1996/1/30,4.83 ,5.49 ,3.22 ,2.58 ,0.79 ,1.25 ,4.42 ,2.93 ,,,,,,,,,,,,,8.87 ,6.62 ,4.49 ,6.36 ,5.96 ,4.22 ,4.39 ,,3.04 ,2.81 ,,,,,,,1.79 ,21.17 ,9.01 ,,,,,,,,,,,,
1996/1/31,4.78 ,5.44 ,3.17 ,2.62 ,0.79 ,1.25 ,4.49 ,2.93 ,,,,,,,,,,,,,8.74 ,6.59 ,4.47 ,6.30 ,5.96 ,4.27 ,4.35 ,,2.99 ,2.79 ,,,,,,,1.76 ,20.95 ,8.92 ,,,,,,,,,,,,
1996/2/1,4.78 ,5.44 ,3.19 ,2.60 ,0.79 ,1.26 ,4.49 ,2.93 ,,,,,,,,,,,,,8.82 ,6.59 ,4.50 ,6.30 ,5.99 ,4.29 ,4.33 ,,2.99 ,2.81 ,,,,,,,1.77 ,21.06 ,8.92 ,,,,,,,,,,,,
1996/2/2,4.78 ,5.44 ,3.14 ,2.60 ,0.79 ,1.27 ,4.49 ,2.95 ,,,,,,,,,,,,,8.77 ,6.62 ,4.52 ,6.31 ,6.05 ,4.29 ,4.37 ,,2.99 ,2.83 ,,,,,,,1.77 ,21.17 ,8.84 ,,,,,,,,,,,,
1996/2/3,4.78 ,5.40 ,3.15 ,2.58 ,0.78 ,1.27 ,4.46 ,2.95 ,,,,,,,,,,,,,8.82 ,6.63 ,4.50 ,6.27 ,6.02 ,4.27 ,4.37 ,,3.01 ,2.81 ,,,,,,,1.76 ,21.06 ,8.92 ,,,,,,,,,,,,
1996/2/5,4.74 ,5.22 ,3.15 ,2.54 ,0.74 ,1.27 ,4.42 ,2.95 ,,,,,,,,,,,,,8.82 ,6.60 ,4.50 ,6.23 ,6.04 ,4.24 ,4.33 ,,2.99 ,2.81 ,,,,,,,1.74 ,21.17 ,8.84 ,,,,,,,,,,,,
1996/2/6,4.73 ,5.13 ,3.11 ,2.54 ,0.73 ,1.26 ,4.32 ,2.89 ,,,,,,,,,,,,,8.74 ,6.55 ,4.47 ,6.27 ,5.98 ,4.22 ,4.26 ,,2.95 ,2.81 ,,,,,,,1.75 ,20.73 ,8.59 ,,,,,,,,,,,,
1996/2/7,4.78 ,5.22 ,3.14 ,2.54 ,0.69 ,1.30 ,4.36 ,2.91 ,,,,,,,,,,,,,8.84 ,6.59 ,4.52 ,6.30 ,5.98 ,4.25 ,4.30 ,,2.99 ,2.82 ,,,,,,,1.76 ,21.06 ,8.67 ,,,,,,,,,,,,
1996/2/8,4.74 ,5.17 ,3.13 ,2.54 ,0.69 ,1.28 ,4.36 ,2.88 ,,,,,,,,,,,,,8.89 ,6.62 ,4.50 ,6.28 ,5.96 ,4.27 ,4.24 ,,2.98 ,2.84 ,,,,,,,1.74 ,21.06 ,8.67 ,,,,,,,,,,,,
1996/2/9,4.78 ,5.26 ,3.16 ,2.58 ,0.69 ,1.30 ,4.42 ,3.05 ,,,,,,,,,,,,,8.94 ,6.63 ,4.52 ,6.31 ,5.96 ,4.25 ,4.26 ,,2.99 ,2.81 ,,,,,,,1.76 ,21.28 ,8.76 ,,,,,,,,,,,,
1996/2/10,4.72 ,5.26 ,3.18 ,2.60 ,0.68 ,1.31 ,4.42 ,3.03 ,,,,,,,,,,,,,9.14 ,6.65 ,4.52 ,6.31 ,5.96 ,4.27 ,4.28 ,,2.99 ,2.82 ,,,,,,,1.75 ,21.17 ,8.67 ,,,,,,,,,,,,
1996/2/12,4.78 ,5.44 ,3.20 ,2.60 ,0.69 ,1.32 ,4.56 ,3.12 ,,,,,,,,,,,,,9.21 ,6.70 ,4.60 ,6.36 ,6.01 ,4.29 ,4.33 ,,3.04 ,2.84 ,,,,,,,1.78 ,21.39 ,8.92 ,,,,,,,,,,,,
1996/2/13,4.72 ,5.49 ,3.24 ,2.64 ,0.68 ,1.31 ,4.62 ,3.16 ,,,,,,,,,,,,,9.34 ,6.70 ,4.62 ,6.36 ,6.04 ,4.29 ,4.33 ,,3.02 ,2.89 ,,,,,,,1.78 ,21.17 ,8.92 ,,,,,,,,,,,,
1996/2/14,4.74 ,5.49 ,3.19 ,2.64 ,0.67 ,1.30 ,4.59 ,3.12 ,,,,,,,,,,,,,9.36 ,6.71 ,4.65 ,6.35 ,6.10 ,4.29 ,4.31 ,,3.04 ,2.88 ,,,,,,,1.78 ,21.17 ,8.76 ,,,,,,,,,,,,
1996/2/15,4.70 ,5.62 ,3.17 ,2.64 ,0.67 ,1.27 ,4.56 ,3.12 ,,,,,,,,,,,,,9.34 ,6.67 ,4.56 ,6.36 ,6.10 ,4.27 ,4.28 ,,3.02 ,2.84 ,,,,,,,1.78 ,21.06 ,8.76 ,,,,,,,,,,,,
1996/2/23,4.74 ,5.67 ,3.19 ,2.60 ,0.67 ,1.27 ,4.52 ,3.09 ,,,,,,,,,,,,,9.46 ,6.92 ,4.66 ,6.43 ,6.14 ,4.29 ,4.35 ,,3.07 ,2.84 ,,,,,,,1.79 ,21.84 ,8.84 ,,,,,,,,,,,,
1996/2/24,4.74 ,5.67 ,3.19 ,2.60 ,0.67 ,1.27 ,4.56 ,3.09 ,,,,,,,,,,,,,9.31 ,6.82 ,4.62 ,6.43 ,6.17 ,4.29 ,4.31 ,,3.05 ,2.87 ,,,,,,,1.81 ,21.62 ,8.67 ,,,,,,,,,,,,
1996/2/26,4.69 ,5.53 ,3.17 ,2.58 ,0.67 ,1.26 ,4.52 ,3.07 ,,,,,,,,,,,,,9.19 ,6.78 ,4.58 ,6.35 ,6.10 ,4.24 ,4.30 ,,3.02 ,2.85 ,,,,,,,1.76 ,21.17 ,8.59 ,,,,,,,,,,,,
1996/2/27,4.65 ,5.44 ,3.16 ,2.56 ,0.64 ,1.26 ,4.46 ,2.99 ,,,,,,,,,,,,,9.21 ,6.82 ,4.58 ,6.41 ,6.11 ,4.27 ,4.26 ,,3.01 ,2.83 ,,,,,,,1.78 ,21.39 ,8.59 ,,,,,,,,,,,,
1996/2/28,4.58 ,5.49 ,3.14 ,2.58 ,0.62 ,1.27 ,4.46 ,2.91 ,,,,,,,,,,,,,9.26 ,6.86 ,4.58 ,6.48 ,6.14 ,4.27 ,4.26 ,,2.99 ,2.85 ,,,,,,,1.76 ,21.39 ,8.51 ,,,,,,,,,,,,
1996/2/29,4.64 ,5.53 ,3.15 ,2.60 ,0.62 ,1.28 ,4.49 ,2.97 ,,,,,,,,,,,,,9.39 ,6.89 ,4.60 ,6.48 ,6.16 ,4.29 ,4.30 ,,3.02 ,2.87 ,,,,,,,1.76 ,21.62 ,8.67 ,,,,,,,,,,,,
1996/3/1,4.74 ,5.62 ,3.19 ,2.62 ,0.63 ,1.31 ,4.49 ,3.05 ,,,,,,,,,,,,,9.51 ,6.90 ,4.68 ,6.51 ,6.20 ,4.37 ,4.41 ,,3.05 ,2.90 ,,,,,,,1.78 ,21.84 ,8.76 ,,,,,,,,,,,,
1996/3/2,4.73 ,5.53 ,3.18 ,2.60 ,0.64 ,1.30 ,4.36 ,3.01 ,,,,,,,,,,,,,9.49 ,6.84 ,4.65 ,6.49 ,6.19 ,4.38 ,4.35 ,,3.02 ,2.88 ,,,,,,,1.78 ,21.73 ,8.67 ,,,,,,,,,,,,
1996/3/4,4.68 ,5.49 ,3.20 ,2.56 ,0.63 ,1.30 ,4.32 ,2.97 ,,,,,,,,,,,,,9.44 ,6.86 ,4.68 ,6.49 ,6.22 ,4.38 ,4.35 ,,2.99 ,2.89 ,,,,,,,1.80 ,21.84 ,8.67 ,,,,,,,,,,,,
1996/3/5,4.64 ,5.35 ,3.14 ,2.42 ,0.64 ,1.30 ,4.02 ,2.84 ,,,,,,,,,,,,,9.39 ,6.82 ,4.63 ,6.46 ,6.22 ,4.37 ,4.33 ,,2.98 ,2.86 ,,,,,,,1.76 ,21.51 ,8.51 ,,,,,,,,,,,,
1996/3/6,4.55 ,5.22 ,3.10 ,2.36 ,0.62 ,1.28 ,3.79 ,2.74 ,,,,,,,,,,,,,9.19 ,6.84 ,4.59 ,6.46 ,6.25 ,4.40 ,4.39 ,,2.93 ,2.82 ,,,,,,,1.77 ,21.17 ,8.29 ,,,,,,,,,,,,
1996/3/7,4.51 ,5.17 ,3.04 ,2.32 ,0.60 ,1.29 ,3.85 ,2.68 ,,,,,,,,,,,,,9.29 ,6.97 ,4.62 ,6.49 ,6.26 ,4.46 ,4.44 ,,2.95 ,2.83 ,,,,,,,1.77 ,21.51 ,8.34 ,,,,,,,,,,,,
1996/3/8,4.55 ,5.26 ,3.06 ,2.30 ,0.60 ,1.27 ,3.82 ,2.72 ,,,,,,,,,,,,,9.41 ,7.01 ,4.68 ,6.59 ,6.36 ,4.55 ,4.50 ,,2.98 ,2.84 ,,,,,,,1.78 ,21.95 ,8.34 ,,,,,,,,,,,,
1996/3/9,4.55 ,5.22 ,3.04 ,2.32 ,0.61 ,1.27 ,3.75 ,2.72 ,,,,,,,,,,,,,9.46 ,7.03 ,4.68 ,6.65 ,6.37 ,4.55 ,4.52 ,,2.93 ,2.86 ,,,,,,,1.78 ,22.06 ,8.42 ,,,,,,,,,,,,
1996/3/11,4.45 ,4.99 ,2.84 ,2.23 ,0.60 ,1.24 ,3.65 ,2.61 ,,,,,,,,,,,,,9.34 ,7.05 ,4.59 ,6.57 ,6.30 ,4.50 ,4.48 ,,2.86 ,2.84 ,,,,,,,1.75 ,21.73 ,8.06 ,,,,,,,,,,,,
1996/3/12,4.27 ,4.77 ,2.66 ,2.09 ,0.59 ,1.21 ,3.48 ,2.47 ,,,,,,,,,,,,,9.39 ,7.06 ,4.59 ,6.60 ,6.33 ,4.50 ,4.48 ,,2.86 ,2.86 ,,,,,,,1.76 ,22.17 ,7.99 ,,,,,,,,,,,,
1996/3/13,4.33 ,4.99 ,2.70 ,2.11 ,0.60 ,1.24 ,3.52 ,2.57 ,,,,,,,,,,,,,9.36 ,7.11 ,4.60 ,6.68 ,6.39 ,4.51 ,4.50 ,,2.89 ,2.89 ,,,,,,,1.77 ,22.72 ,8.19 ,,,,,,,,,,,,
1996/3/14,4.41 ,5.22 ,2.82 ,2.19 ,0.61 ,1.26 ,3.62 ,2.72 ,,,,,,,,,,,,,9.39 ,7.13 ,4.66 ,6.68 ,6.39 ,4.51 ,4.56 ,,2.92 ,2.96 ,,,,,,,1.79 ,22.83 ,8.34 ,,,,,,,,,,,,
1996/3/15,4.47 ,5.26 ,2.89 ,2.21 ,0.63 ,1.28 ,3.82 ,2.76 ,,,,,,,,,,,,,9.46 ,7.16 ,4.74 ,6.70 ,6.42 ,4.55 ,4.58 ,,3.01 ,3.04 ,,,,,,,1.81 ,22.94 ,8.51 ,,,,,,,,,,,,
1996/3/16,4.48 ,5.26 ,2.88 ,2.19 ,0.66 ,1.27 ,3.82 ,2.78 ,,,,,,,,,,,,,9.59 ,7.19 ,4.76 ,6.73 ,6.45 ,4.55 ,4.59 ,,3.01 ,3.04 ,,,,,,,1.81 ,22.94 ,8.51 ,,,,,,,,,,,,
1996/3/18,4.44 ,5.26 ,2.93 ,2.23 ,0.65 ,1.27 ,3.75 ,2.80 ,,,,,,,,,,,,,9.49 ,7.16 ,4.75 ,6.73 ,6.43 ,4.59 ,4.58 ,,3.02 ,3.01 ,,,,,,,1.81 ,22.83 ,8.42 ,,,,,,,,,,,,
1996/3/19,4.59 ,5.40 ,2.93 ,2.27 ,0.66 ,1.28 ,3.85 ,2.88 ,,,,,,,,,,,,,9.56 ,7.17 ,4.69 ,6.80 ,6.46 ,4.68 ,4.58 ,,3.05 ,3.00 ,,,,,,,1.82 ,22.83 ,8.51 ,,,,,,,,,,,,
1996/3/20,4.63 ,5.53 ,2.97 ,2.34 ,0.66 ,1.30 ,3.92 ,2.95 ,,,,,,,,,,,,,9.69 ,7.30 ,4.76 ,6.98 ,6.54 ,4.77 ,4.69 ,,3.08 ,3.04 ,,,,,,,1.82 ,23.05 ,8.67 ,,,,,,,,,,,,
1996/3/21,4.57 ,5.49 ,2.97 ,2.38 ,0.66 ,1.28 ,3.99 ,3.01 ,,,,,,,,,,,,,9.64 ,7.28 ,4.87 ,6.98 ,6.54 ,4.81 ,4.65 ,,3.08 ,3.10 ,,,,,,,1.87 ,23.05 ,8.76 ,,,,,,,,,,,,
1996/3/22,4.50 ,5.49 ,2.99 ,2.42 ,0.68 ,1.27 ,3.92 ,2.97 ,,,,,,,,,,,,,9.78 ,7.43 ,4.90 ,7.07 ,6.61 ,4.85 ,4.69 ,,3.13 ,3.14 ,,,,,,,1.86 ,23.16 ,8.84 ,,,,,,,,,,,,
1996/3/25,4.52 ,5.53 ,3.03 ,2.40 ,0.69 ,1.28 ,3.95 ,2.93 ,,,,,,,,,,,,,9.86 ,7.46 ,4.97 ,7.35 ,6.72 ,5.18 ,4.74 ,,3.19 ,3.11 ,,,,,,,1.83 ,22.94 ,8.59 ,,,,,,,,,,,,
1996/3/26,4.51 ,5.53 ,3.04 ,2.38 ,0.67 ,1.28 ,3.92 ,2.93 ,,,,,,,,,,,,,9.98 ,7.52 ,5.01 ,7.38 ,6.81 ,5.33 ,4.87 ,,3.20 ,3.10 ,,,,,,,1.85 ,23.16 ,8.51 ,,,,,,,,,,,,
1996/3/27,4.46 ,5.49 ,3.03 ,2.34 ,0.67 ,1.28 ,3.85 ,2.89 ,,,,,,,,,,,,,9.91 ,7.47 ,4.94 ,7.27 ,6.71 ,5.22 ,4.82 ,,3.17 ,3.07 ,,,,,,,1.83 ,22.83 ,8.42 ,,,,,,,,,,,,
1996/3/28,4.45 ,5.49 ,3.05 ,2.34 ,0.67 ,1.28 ,3.82 ,2.88 ,,,,,,,,,,,,,9.78 ,7.32 ,4.88 ,7.10 ,6.49 ,5.09 ,4.72 ,,3.16 ,3.07 ,,,,,,,1.86 ,22.72 ,8.51 ,,,,,,,,,,,,
1996/4/1,4.50 ,5.58 ,3.06 ,2.40 ,0.67 ,1.30 ,3.85 ,2.89 ,,,,,,,,,,,,,10.01 ,7.40 ,5.16 ,7.17 ,6.58 ,5.18 ,4.82 ,,3.26 ,3.11 ,,,,,,,1.90 ,22.94 ,8.59 ,,,,,,,,,,,,
1996/4/2,4.64 ,5.67 ,3.12 ,2.42 ,0.69 ,1.34 ,3.89 ,2.93 ,,,,,,,,,,,,,10.08 ,7.41 ,5.16 ,7.15 ,6.60 ,5.18 ,4.82 ,,3.28 ,3.11 ,,,,,,,1.89 ,23.60 ,8.84 ,,,,,,,,,,,,
1996/4/5,4.74 ,6.03 ,3.22 ,2.56 ,0.73 ,1.36 ,4.15 ,3.11 ,,,,,,,,,,,,,10.48 ,7.57 ,5.51 ,7.65 ,7.04 ,5.31 ,4.97 ,,3.50 ,3.17 ,,,,,,,1.91 ,25.14 ,9.42 ,,,,,,,,,,,,
1996/4/6,4.83 ,6.21 ,3.31 ,2.64 ,0.78 ,1.37 ,4.36 ,3.18 ,,,,,,,,,,,,,11.20 ,7.74 ,5.81 ,8.01 ,7.31 ,5.42 ,5.08 ,,3.70 ,3.24 ,,,,,,,1.92 ,26.80 ,10.01 ,,,,,,,,,,,,
1996/4/8,4.74 ,6.07 ,3.26 ,2.60 ,0.74 ,1.36 ,4.22 ,3.12 ,,,,,,,,,,,,,11.05 ,7.63 ,5.68 ,7.80 ,7.10 ,5.26 ,4.99 ,,3.65 ,3.17 ,,,,,,,1.91 ,28.67 ,10.09 ,,,,,,,,,,,,
1996/4/9,4.73 ,6.39 ,3.26 ,2.78 ,0.74 ,1.37 ,4.39 ,3.20 ,,,,,,,,,,,,,11.05 ,7.63 ,5.56 ,7.65 ,7.07 ,5.18 ,4.93 ,,3.67 ,3.13 ,,,,,,,1.90 ,29.23 ,9.84 ,,,,,,,,,,,,
1996/4/10,4.69 ,6.52 ,3.27 ,2.82 ,0.74 ,1.36 ,4.39 ,3.26 ,,,,,,,,,,,,,11.82 ,7.94 ,5.75 ,7.94 ,7.25 ,5.31 ,5.14 ,,3.79 ,3.15 ,,,,,,,1.91 ,31.21 ,10.51 ,,,,,,,,,,,,
1996/4/11,4.51 ,6.21 ,3.17 ,2.70 ,0.69 ,1.32 ,4.29 ,3.16 ,,,,,,,,,,,,,11.67 ,7.81 ,5.51 ,7.69 ,6.99 ,5.18 ,5.12 ,,3.77 ,3.17 ,,,,,,,1.88 ,31.10 ,11.09 ,,,,,,,,,,,,
1996/4/12,4.51 ,6.34 ,3.14 ,2.76 ,0.70 ,1.34 ,4.29 ,3.18 ,,,,,,,,,,,,,12.42 ,8.01 ,5.74 ,7.94 ,7.12 ,5.29 ,5.36 ,,4.03 ,3.14 ,,,,,,,1.90 ,33.09 ,11.84 ,,,,,,,,,,,,
1996/4/13,4.56 ,6.52 ,3.19 ,2.82 ,0.72 ,1.42 ,4.29 ,3.39 ,,,,,,,,,,,,,12.54 ,7.94 ,5.69 ,7.83 ,7.06 ,5.26 ,5.30 ,,4.06 ,3.20 ,,,,,,,1.93 ,33.75 ,12.59 ,,,,,,,,,,,,
1996/4/15,4.55 ,6.39 ,3.16 ,2.80 ,0.71 ,1.42 ,4.25 ,3.37 ,,,,,,,,,,,,,12.09 ,7.70 ,5.67 ,7.69 ,6.95 ,5.28 ,5.25 ,,3.91 ,3.21 ,,,,,,,1.97 ,33.75 ,13.43 ,,,,,,,,,,,,
1996/4/16,4.60 ,6.39 ,3.22 ,2.82 ,0.72 ,1.43 ,4.29 ,3.37 ,,,,,,,,,,,,,11.77 ,7.51 ,5.53 ,7.52 ,6.86 ,5.11 ,5.06 ,,3.79 ,3.16 ,,,,,,,1.89 ,32.86 ,12.51 ,,,,,,,,,,,,
1996/4/17,4.69 ,6.43 ,3.19 ,2.94 ,0.72 ,1.44 ,4.29 ,3.55 ,,,,,,,,,,,,,12.32 ,7.59 ,5.61 ,7.43 ,6.78 ,4.96 ,5.06 ,,3.86 ,3.13 ,,,,,,,1.89 ,35.07 ,13.34 ,,,,,,,,,,,,
1996/4/18,4.78 ,6.65 ,3.29 ,2.98 ,0.75 ,1.46 ,4.42 ,3.70 ,,,,,,,,,,,,,12.00 ,7.43 ,5.46 ,7.35 ,6.77 ,4.83 ,4.95 ,,3.74 ,3.11 ,,,,,,,1.89 ,33.31 ,12.43 ,,,,,,,,,,,,
